gtopt_id_structure	mane_id_structure	tm_score_selected	tmalign_status	pair_status	return_code	pair_index	gtopt_key	mane_key	tmalign_status_key	pair_status_key	valid_tmalign_status	valid_pair_status	valid_return_code	domain_category	length_group	sequence_change_category	structure_changed	structure_status
GTOPT001145804	ENST00000307662.5	0.16654	ok	READY	0	885	GTOPT001145804	ENST00000307662	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001146073	ENST00000388825.9	0.53771	ok	READY	0	886	GTOPT001146073	ENST00000388825	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001147940	ENST00000518297.6	0.10907	ok	READY	0	887	GTOPT001147940	ENST00000518297	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001148773	ENST00000231238.10	0.70896	ok	READY	0	888	GTOPT001148773	ENST00000231238	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001150213	ENST00000393784.8	0.39306	ok	READY	0	889	GTOPT001150213	ENST00000393784	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001150748	ENST00000265085.10	0.37846	ok	READY	0	890	GTOPT001150748	ENST00000265085	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001152095	ENST00000408923.8	0.72141	ok	READY	0	891	GTOPT001152095	ENST00000408923	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001152875	ENST00000358344.8	0.32424	ok	READY	0	892	GTOPT001152875	ENST00000358344	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001154338	ENST00000327705.14	0.44006	ok	READY	0	893	GTOPT001154338	ENST00000327705	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001154823	ENST00000264930.10	0.21682	ok	READY	0	894	GTOPT001154823	ENST00000264930	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001157469	ENST00000382142.8	0.43081	ok	READY	0	895	GTOPT001157469	ENST00000382142	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001158364	ENST00000296603.5	0.43906	ok	READY	0	896	GTOPT001158364	ENST00000296603	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001158383	ENST00000381937.9	0.95494	ok	READY	0	897	GTOPT001158383	ENST00000381937	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001159541	ENST00000263408.5	0.91684	ok	READY	0	899	GTOPT001159541	ENST00000263408	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001160397	ENST00000514985.6	0.12382	ok	READY	0	900	GTOPT001160397	ENST00000514985	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001161396	ENST00000396954.8	0.75373	ok	READY	0	901	GTOPT001161396	ENST00000396954	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001162630	ENST00000340635.11	0.56782	ok	READY	0	902	GTOPT001162630	ENST00000340635	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001166531	ENST00000255194.11	0.28627	ok	READY	0	903	GTOPT001166531	ENST00000255194	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001167569	ENST00000274341.9	0.90963	ok	READY	0	904	GTOPT001167569	ENST00000274341	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001167771	ENST00000256897.9	0.80985	ok	READY	0	905	GTOPT001167771	ENST00000256897	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001168379	ENST00000283122.8	0.66705	ok	READY	0	906	GTOPT001168379	ENST00000283122	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001170053	ENST00000443439.7	0.31866	ok	READY	0	907	GTOPT001170053	ENST00000443439	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001171601	ENST00000456936.4	0.47675	ok	READY	0	908	GTOPT001171601	ENST00000456936	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001174061	ENST00000378679.8	0.13598	ok	READY	0	909	GTOPT001174061	ENST00000378679	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001175297	ENST00000314940.7	0.70085	ok	READY	0	910	GTOPT001175297	ENST00000314940	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001175610	ENST00000265191.4	0.81252	ok	READY	0	911	GTOPT001175610	ENST00000265191	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001176115	ENST00000394817.7	0.65355	ok	READY	0	912	GTOPT001176115	ENST00000394817	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001176254	ENST00000434752.4	0.19615	ok	READY	0	913	GTOPT001176254	ENST00000434752	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT001178416	ENST00000343218.10	0.0597	ok	READY	0	914	GTOPT001178416	ENST00000343218	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001179334	ENST00000671881.1	0.30816	ok	READY	0	915	GTOPT001179334	ENST00000671881	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001183111	ENST00000517395.6	0.85743	ok	READY	0	916	GTOPT001183111	ENST00000517395	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001183282	ENST00000176763.10	0.22305	ok	READY	0	917	GTOPT001183282	ENST00000176763	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001183357	ENST00000311601.6	0.2019	ok	READY	0	918	GTOPT001183357	ENST00000311601	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001184759	ENST00000253496.4	0.48693	ok	READY	0	919	GTOPT001184759	ENST00000253496	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT001184940	ENST00000355841.7	0.56249	ok	READY	0	920	GTOPT001184940	ENST00000355841	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001185012	ENST00000355841.7	0.52166	ok	READY	0	921	GTOPT001185012	ENST00000355841	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001185025	ENST00000355841.7	0.61033	ok	READY	0	922	GTOPT001185025	ENST00000355841	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001185026	ENST00000355841.7	0.70064	ok	READY	0	923	GTOPT001185026	ENST00000355841	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001185204	ENST00000355841.7	0.21197	ok	READY	0	924	GTOPT001185204	ENST00000355841	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001185819	ENST00000274606.8	0.64865	ok	READY	0	925	GTOPT001185819	ENST00000274606	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001186797	ENST00000355235.8	0.23507	ok	READY	0	926	GTOPT001186797	ENST00000355235	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001188121	ENST00000380773.9	0.14976	ok	READY	0	927	GTOPT001188121	ENST00000380773	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001194278	ENST00000359193.4	0.80742	ok	READY	0	928	GTOPT001194278	ENST00000359193	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	FALSE	No evident structure change
GTOPT001194899	ENST00000259951.12	0.70029	ok	READY	0	929	GTOPT001194899	ENST00000259951	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001194963	ENST00000259951.12	0.58223	ok	READY	0	930	GTOPT001194963	ENST00000259951	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001195442	ENST00000376809.10	0.59709	ok	READY	0	931	GTOPT001195442	ENST00000376809	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001195450	ENST00000376809.10	0.91136	ok	READY	0	932	GTOPT001195450	ENST00000376809	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001198444	ENST00000375651.7	0.92647	ok	READY	0	934	GTOPT001198444	ENST00000375651	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001200196	ENST00000374859.3	0.7676	ok	READY	0	936	GTOPT001200196	ENST00000374859	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001200222	ENST00000374859.3	0.64425	ok	READY	0	937	GTOPT001200222	ENST00000374859	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001201410	ENST00000360359.5	0.17097	ok	READY	0	938	GTOPT001201410	ENST00000360359	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001204040	ENST00000372977.8	0.3592	ok	READY	0	939	GTOPT001204040	ENST00000372977	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001205258	ENST00000265354.6	0.2511	ok	READY	0	941	GTOPT001205258	ENST00000265354	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001206832	ENST00000359314.5	0.19058	ok	READY	0	942	GTOPT001206832	ENST00000359314	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001208291	ENST00000259782.9	0.78509	ok	READY	0	943	GTOPT001208291	ENST00000259782	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001210626	ENST00000320393.9	0.81904	ok	READY	0	944	GTOPT001210626	ENST00000320393	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001215156	ENST00000368564.7	0.83745	ok	READY	0	945	GTOPT001215156	ENST00000368564	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001216363	ENST00000392477.7	0.07482	ok	READY	0	946	GTOPT001216363	ENST00000392477	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001216374	ENST00000392477.7	0.1299	ok	READY	0	947	GTOPT001216374	ENST00000392477	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001217500	ENST00000647893.1	0.73174	ok	READY	0	949	GTOPT001217500	ENST00000647893	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001221211	ENST00000367321.8	0.31957	ok	READY	0	951	GTOPT001221211	ENST00000367321	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001221269	ENST00000367321.8	0.27536	ok	READY	0	952	GTOPT001221269	ENST00000367321	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001228070	ENST00000379757.9	0.3094	ok	READY	0	954	GTOPT001228070	ENST00000379757	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001229087	ENST00000379287.4	0.27367	ok	READY	0	955	GTOPT001229087	ENST00000379287	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001232645	ENST00000377034.9	0.08324	ok	READY	0	956	GTOPT001232645	ENST00000377034	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001234627	ENST00000412585.7	0.57687	ok	READY	0	957	GTOPT001234627	ENST00000412585	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001234960	ENST00000429299.3	0.64089	ok	READY	0	958	GTOPT001234960	ENST00000429299	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001236413	ENST00000644971.2	0.14446	ok	READY	0	960	GTOPT001236413	ENST00000644971	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001237996	ENST00000692443.1	0.62207	ok	READY	0	961	GTOPT001237996	ENST00000692443	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001239896	ENST00000357266.9	0.72399	ok	READY	0	962	GTOPT001239896	ENST00000357266	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001240764	ENST00000373825.7	0.28751	ok	READY	0	963	GTOPT001240764	ENST00000373825	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001243850	ENST00000230431.11	0.89192	ok	READY	0	964	GTOPT001243850	ENST00000230431	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001247323	ENST00000281156.5	0.62706	ok	READY	0	970	GTOPT001247323	ENST00000281156	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001248120	ENST00000309268.11	0.53685	ok	READY	0	971	GTOPT001248120	ENST00000309268	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001248127	ENST00000309268.11	0.76466	ok	READY	0	972	GTOPT001248127	ENST00000309268	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001248520	ENST00000322507.13	0.02462	ok	READY	0	973	GTOPT001248520	ENST00000322507	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001248562	ENST00000322507.13	0.04304	ok	READY	0	974	GTOPT001248562	ENST00000322507	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001250462	ENST00000369622.8	0.73161	ok	READY	0	975	GTOPT001250462	ENST00000369622	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001252014	ENST00000369303.9	0.50449	ok	READY	0	976	GTOPT001252014	ENST00000369303	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001252044	ENST00000369303.9	0.26237	ok	READY	0	977	GTOPT001252044	ENST00000369303	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001253182	ENST00000369063.8	0.73615	ok	READY	0	980	GTOPT001253182	ENST00000369063	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001255135	ENST00000354650.7	0.9074	ok	READY	0	981	GTOPT001255135	ENST00000354650	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001255232	ENST00000354650.7	0.77842	ok	READY	0	982	GTOPT001255232	ENST00000354650	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001255253	ENST00000354650.7	0.44681	ok	READY	0	983	GTOPT001255253	ENST00000354650	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001255468	ENST00000230538.12	0.07588	ok	READY	0	984	GTOPT001255468	ENST00000230538	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001255504	ENST00000230538.12	0.11614	ok	READY	0	985	GTOPT001255504	ENST00000230538	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001255979	ENST00000368608.4	0.5502	ok	READY	0	986	GTOPT001255979	ENST00000368608	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001257903	ENST00000483725.8	0.21957	ok	READY	0	987	GTOPT001257903	ENST00000483725	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT001258048	ENST00000368226.9	0.07963	ok	READY	0	988	GTOPT001258048	ENST00000368226	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001258084	ENST00000368226.9	0.31555	ok	READY	0	989	GTOPT001258084	ENST00000368226	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001258105	ENST00000368226.9	0.19364	ok	READY	0	990	GTOPT001258105	ENST00000368226	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001258211	ENST00000368149.3	0.85976	ok	READY	0	991	GTOPT001258211	ENST00000368149	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001258515	ENST00000337057.8	0.06352	ok	READY	0	992	GTOPT001258515	ENST00000337057	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001258727	ENST00000367976.4	0.44032	ok	READY	0	993	GTOPT001258727	ENST00000367976	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001260316	ENST00000531224.6	0.11294	ok	READY	0	994	GTOPT001260316	ENST00000531224	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001260655	ENST00000359015.5	0.42518	ok	READY	0	995	GTOPT001260655	ENST00000359015	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001261376	ENST00000450536.7	0.17929	ok	READY	0	996	GTOPT001261376	ENST00000450536	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001262691	ENST00000340413.7	0.79478	ok	READY	0	997	GTOPT001262691	ENST00000340413	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001264100	ENST00000367089.8	0.75787	ok	READY	0	1001	GTOPT001264100	ENST00000367089	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001264168	ENST00000367075.4	0.82384	ok	READY	0	1002	GTOPT001264168	ENST00000367075	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001266719	ENST00000617924.6	0.19847	ok	READY	0	1003	GTOPT001266719	ENST00000617924	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001267508	ENST00000401592.6	0.52179	ok	READY	0	1004	GTOPT001267508	ENST00000401592	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001267509	ENST00000401592.6	0.28864	ok	READY	0	1005	GTOPT001267509	ENST00000401592	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT001271979	ENST00000466681.2	0.3038	ok	READY	0	1006	GTOPT001271979	ENST00000466681	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001274829	ENST00000350320.11	0.8292	ok	READY	0	1007	GTOPT001274829	ENST00000350320	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001277689	ENST00000395564.9	0.53277	ok	READY	0	1008	GTOPT001277689	ENST00000395564	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001281956	ENST00000252034.12	0.1796	ok	READY	0	1009	GTOPT001281956	ENST00000252034	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT001287847	ENST00000305866.10	0.46225	ok	READY	0	1011	GTOPT001287847	ENST00000305866	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001288726	ENST00000297293.6	0.09916	ok	READY	0	1012	GTOPT001288726	ENST00000297293	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001292179	ENST00000397912.3	0.79446	ok	READY	0	1013	GTOPT001292179	ENST00000397912	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001292391	ENST00000413034.3	0.66334	ok	READY	0	1014	GTOPT001292391	ENST00000413034	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001292403	ENST00000413034.3	0.30322	ok	READY	0	1015	GTOPT001292403	ENST00000413034	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001292455	ENST00000413034.3	0.65803	ok	READY	0	1016	GTOPT001292455	ENST00000413034	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001293610	ENST00000496166.6	0.90179	ok	READY	0	1018	GTOPT001293610	ENST00000496166	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001294991	ENST00000222693.5	0.32707	ok	READY	0	1019	GTOPT001294991	ENST00000222693	ok	READY	TRUE	TRUE	TRUE	Domain gain	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT001295339	ENST00000323984.8	0.85161	ok	READY	0	1020	GTOPT001295339	ENST00000323984	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001297879	ENST00000222481.9	0.78504	ok	READY	0	1021	GTOPT001297879	ENST00000222481	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001297946	ENST00000222481.9	0.82259	ok	READY	0	1022	GTOPT001297946	ENST00000222481	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 10-20%	Length changed	FALSE	No evident structure change
GTOPT001298471	ENST00000011292.8	0.25512	ok	READY	0	1023	GTOPT001298471	ENST00000011292	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001299372	ENST00000361675.7	0.27262	ok	READY	0	1024	GTOPT001299372	ENST00000361675	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001299658	ENST00000361675.7	0.29497	ok	READY	0	1025	GTOPT001299658	ENST00000361675	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001299746	ENST00000361675.7	0.37076	ok	READY	0	1026	GTOPT001299746	ENST00000361675	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 10-20%	Length changed	TRUE	Structure changed
GTOPT001299778	ENST00000361675.7	0.19169	ok	READY	0	1027	GTOPT001299778	ENST00000361675	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	TRUE	Structure changed
GTOPT001303373	ENST00000311737.12	0.88705	ok	READY	0	1029	GTOPT001303373	ENST00000311737	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001303858	ENST00000539842.6	0.68018	ok	READY	0	1030	GTOPT001303858	ENST00000539842	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001310012	ENST00000646664.1	0.34488	ok	READY	0	1032	GTOPT001310012	ENST00000646664	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001314450	ENST00000265395.7	0.55794	ok	READY	0	1033	GTOPT001314450	ENST00000265395	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001315663	ENST00000610140.7	0.56663	ok	READY	0	1034	GTOPT001315663	ENST00000610140	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
GTOPT001317282	ENST00000356264.7	0.14536	ok	READY	0	1035	GTOPT001317282	ENST00000356264	ok	READY	TRUE	TRUE	TRUE	Complex domain change	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001323139	ENST00000333149.7	0.66017	ok	READY	0	1036	GTOPT001323139	ENST00000333149	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	FALSE	No evident structure change
GTOPT001323439	ENST00000313375.8	0.40737	ok	READY	0	1037	GTOPT001323439	ENST00000313375	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 0-10%	Length changed	TRUE	Structure changed
GTOPT001324630	ENST00000336926.11	0.29837	ok	READY	0	1038	GTOPT001324630	ENST00000336926	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001325766	ENST00000265361.8	0.1273	ok	READY	0	1039	GTOPT001325766	ENST00000265361	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001326864	ENST00000380079.9	0.31617	ok	READY	0	1040	GTOPT001326864	ENST00000380079	ok	READY	TRUE	TRUE	TRUE	Domain loss	Length change >50%	Length changed	TRUE	Structure changed
GTOPT001327937	ENST00000222381.8	0.75283	ok	READY	0	1041	GTOPT001327937	ENST00000222381	ok	READY	TRUE	TRUE	TRUE	No domain change	Length change 20-50%	Length changed	FALSE	No evident structure change
