Ind	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	pop	superpop
NA18970	25.1415	19.1063	-5.71969	-8.99261	6.19674	-3.24639	-7.8129	14.2663	0.144351	0.137955	JPT	EAS
NA18971	27.0669	13.2951	7.54478	5.82592	2.50302	11.1284	-5.70359	-9.92323	0.701116	4.74345	JPT	EAS
NA18972	26.9789	12.3237	7.37201	-5.53989	2.48241	-0.524601	7.22902	-6.03726	-1.90652	-6.7896	JPT	EAS
NA18973	25.4245	14.6023	10.0807	-2.63191	-7.17016	-0.432267	-11.8938	-2.11774	-1.18641	6.89545	JPT	EAS
NA18974	23.2237	12.2532	-2.78203	-20.3841	1.0533	7.67178	-1.33453	-5.69685	8.83642	0.085582	JPT	EAS
NA18975	29.0024	19.6453	0.898011	-7.19286	-3.77299	3.96809	-3.81531	-4.74368	3.75933	1.22618	JPT	EAS
NA18976	18.8271	1.66234	-1.95782	1.54272	1.10148	0.594661	15.2968	3.34907	-6.49124	-9.48969	JPT	EAS
NA18977	24.5287	17.2418	4.84247	0.163192	7.28745	12.2727	-2.80498	5.89872	-5.94861	-6.92667	JPT	EAS
NA18978	27.8492	19.5809	-1.14634	-4.00775	0.140162	2.9015	-3.1809	3.10419	1.87728	-6.52364	JPT	EAS
NA18979	22.5341	12.0219	-1.5948	11.2071	-12.8656	-2.98646	-0.123089	3.36992	-3.00986	-5.54593	JPT	EAS
NA18980	23.3114	9.98673	-11.3081	5.6892	1.56961	-1.34508	-4.35035	-15.8726	-5.03105	-1.1346	JPT	EAS
NA18981	24.6348	14.2031	2.89989	-12.8171	5.69505	3.37201	-7.17648	-0.236183	-4.63437	8.62759	JPT	EAS
NA18982	24.4101	16.7704	0.142791	1.06546	-10.7419	-11.4286	11.3528	-0.729823	-4.65793	10.1269	JPT	EAS
NA18983	26.431	16.5726	-3.32994	5.37989	5.68869	-2.07471	-6.11593	13.1927	-1.52587	1.52247	JPT	EAS
NA18984	27.0901	19.3484	-2.14474	3.91798	7.75236	-4.94515	-8.90834	-5.68223	-6.12329	11.9074	JPT	EAS
NA18985	25.5934	10.9069	7.68052	5.20226	-5.92163	0.606886	-5.23856	12.9863	-4.74305	4.36607	JPT	EAS
NA18986	24.905	15.6276	2.18194	4.38543	0.268607	0.782827	-4.29752	-0.635004	-3.23776	7.96815	JPT	EAS
NA18987	25.1907	14.2126	-2.61096	-2.19534	5.6375	-7.58235	-0.0410478	-12.8673	-3.59371	6.71648	JPT	EAS
NA18988	26.0942	15.1744	-1.91751	-17.9955	12.6486	-17.9217	-3.426	-4.28292	12.0622	-0.146873	JPT	EAS
NA18989	27.3897	14.2936	-1.92893	-0.0890298	-5.17025	-18.4008	-2.46601	-9.64252	1.91549	-3.46104	JPT	EAS
NA18990	23.587	8.87604	-1.17592	-14.2706	12.1352	-2.22668	-6.33362	-3.35177	2.65047	-8.78758	JPT	EAS
NA18991	24.8756	12.9986	1.13331	3.90729	2.23986	1.23663	-12.438	8.22266	4.43569	-6.76183	JPT	EAS
NA18992	28.5692	16.2577	-5.91255	12.3255	8.65143	5.51772	-3.89102	-5.60265	3.75802	-3.87708	JPT	EAS
NA18993	24.8175	12.9839	1.31236	-3.3067	3.09011	-1.28144	-8.40614	5.33491	-2.19639	-15.1925	JPT	EAS
NA18994	27.1182	13.8887	5.92277	-10.3948	-10.5524	1.82392	10.5833	-13.933	-7.63709	-4.90828	JPT	EAS
NA18995	23.6993	14.2362	11.4971	0.204846	-9.16503	11.5423	11.695	5.8268	3.28611	17.6365	JPT	EAS
NA18997	27.2674	13.2691	-6.02239	1.83096	-3.63128	-2.19034	-3.20487	7.75499	0.69924	2.0184	JPT	EAS
NA18998	27.9236	15.8787	2.04584	17.3697	11.1199	-4.72674	-7.38649	6.91065	4.42423	6.45225	JPT	EAS
NA18999	23.1821	14.4185	6.68833	3.24002	7.1893	9.38896	1.9716	3.60596	-0.93254	1.18321	JPT	EAS
NA19000	26.9126	17.4039	5.74718	9.85202	2.21276	-5.44196	-3.77492	3.44409	-2.11794	5.5712	JPT	EAS
NA19001	24.2292	9.82412	-5.91378	-4.24633	0.712738	0.00692745	-0.585063	-3.06545	2.85123	4.80249	JPT	EAS
NA19002	26.4847	17.2471	-8.07115	6.83894	-2.78575	-3.27678	0.256738	-5.13162	2.66627	3.94797	JPT	EAS
NA19003	27.7669	14.4043	-1.62459	2.7303	-0.511465	14.6118	-6.43234	-3.07425	3.46738	-4.82417	JPT	EAS
NA19004	24.2488	13.9086	9.1643	10.0014	3.09734	-2.16704	3.62813	-5.73211	-8.2865	-0.60301	JPT	EAS
NA19005	24.9607	12.6047	4.66075	8.86301	-3.75099	-1.37675	4.66949	5.56565	5.434	-5.73196	JPT	EAS
NA19006	25.7012	15.2013	-6.55366	9.26551	2.33317	0.598106	-3.17819	5.07171	-5.23637	6.69353	JPT	EAS
NA19007	23.8655	15.6787	1.28144	-0.4123	-7.07585	-3.114	-10.9992	9.17169	0.025229	2.3463	JPT	EAS
NA19009	22.3594	9.20438	4.16253	-5.50695	-12.4973	0.614448	-5.05326	-9.54824	-9.23657	3.05897	JPT	EAS
NA19010	26.3994	14.5621	4.26993	-15.4492	-2.60169	-6.16357	0.494155	-4.26451	-3.76524	10.3376	JPT	EAS
NA19011	25.8103	18.744	9.27614	0.719485	1.51444	8.15149	-4.93604	0.817795	-18.3049	1.86981	JPT	EAS
NA19012	27.0265	20.5575	-12.3423	-19.7131	36.71	-6.46401	-9.40063	-14.8628	17.4497	8.34215	JPT	EAS
NA19054	27.8945	14.1722	-2.12912	9.14346	2.36607	-4.67002	2.17838	-3.01707	-5.7285	8.47545	JPT	EAS
NA19055	27.9795	12.2078	-1.02333	2.41068	-0.502155	3.7097	10.9752	-2.49784	-14.0858	2.17806	JPT	EAS
NA19056	25.9001	15.6285	0.165508	-9.12623	1.23686	-6.2675	-3.52135	-7.41709	2.79312	-2.48366	JPT	EAS
NA19057	24.5245	16.8469	5.84162	-1.37031	-1.11295	5.4322	-7.84447	8.3068	-11.9319	1.51475	JPT	EAS
NA19058	25.3158	15.1611	-4.61839	7.70181	1.18726	2.46438	4.4488	-4.4724	-2.39286	-14.5364	JPT	EAS
NA19059	26.4745	17.8237	-6.80938	-4.22303	2.67138	1.6075	1.01365	12.8867	3.61896	-4.84784	JPT	EAS
NA19060	27.5551	13.0746	4.00351	27.1963	-1.11328	-2.00003	-4.30553	1.62983	-5.73492	7.26132	JPT	EAS
NA19062	21.0162	11.9403	0.47429	-9.96312	-18.0749	10.231	-4.12623	10.4527	5.88451	1.05248	JPT	EAS
NA19063	24.7641	21.4427	4.00282	8.40669	2.75834	-0.784178	-5.57437	-5.71615	6.15062	4.29483	JPT	EAS
NA19064	24.4057	10.7172	-3.08641	11.3495	9.0247	0.194439	4.37012	5.57012	-3.86909	-14.0979	JPT	EAS
NA19065	26.9636	17.0793	0.07947	3.16946	-8.42813	-0.0884519	-1.05268	2.29632	8.1927	-10.9049	JPT	EAS
NA19066	23.4032	13.9886	6.15572	-8.70443	-4.49076	-2.70408	-3.5774	-6.87966	10.0822	1.2847	JPT	EAS
NA19067	24.8681	17.1375	-4.49828	7.23841	2.29608	-4.34401	13.7369	-5.03227	10.6539	1.93027	JPT	EAS
NA19068	21.2407	13.1891	1.20206	-4.12905	-7.81648	-2.31753	1.50372	-4.45426	4.82784	-1.89054	JPT	EAS
NA19070	22.93	10.9326	0.384278	-0.460162	-3.63215	0.298934	12.8504	1.46265	11.6176	-12.3639	JPT	EAS
NA19072	23.4387	11.2572	5.63663	-13.6259	-11.991	5.64943	3.19541	6.43925	2.99758	-1.59919	JPT	EAS
NA19074	22.5038	14.3354	-1.82317	16.048	-3.36964	6.85961	-3.54607	7.514	10.0441	-10.3128	JPT	EAS
NA19075	22.9908	15.4113	-3.16092	1.70384	-0.334231	1.77004	-1.20651	4.45743	3.50609	1.60279	JPT	EAS
NA19076	23.4959	11.4673	-1.74069	-1.34571	-8.95606	5.6556	1.44929	3.76341	3.31303	-0.337755	JPT	EAS
NA19077	21.5477	13.4271	-6.23881	2.25234	-1.38673	5.95624	11.5151	-8.2262	4.22265	-7.4339	JPT	EAS
NA19078	25.2724	17.761	5.09272	1.11152	-6.69245	5.97844	1.84971	0.794914	-6.40656	-1.10566	JPT	EAS
NA19079	23.6696	13.4923	5.4307	-8.75251	2.40409	-0.297616	-0.0423266	0.1702	8.01733	-0.409726	JPT	EAS
NA19080	24.2302	12.8704	-1.10659	18.9073	-6.88226	5.92305	0.219047	1.30281	4.98032	-1.24938	JPT	EAS
NA19081	29.8813	14.7473	-1.71244	0.353173	-0.455128	4.01291	9.3649	-3.46918	4.44764	7.59751	JPT	EAS
NA19082	24.2263	11.9211	4.91625	-9.60061	2.09864	-5.96399	7.88143	-1.04901	-16.2503	-3.93241	JPT	EAS
NA19083	27.3732	14.7675	12.2428	5.33215	-0.864072	10.2249	-3.54913	-2.16716	-8.28936	-0.773045	JPT	EAS
NA19084	26.1809	13.716	-0.828754	-2.05369	-0.996319	5.21643	-1.41391	-7.19037	-14.7842	11.4207	JPT	EAS
NA19085	25.7643	18.2808	-5.48688	-1.0397	-5.24345	5.47708	8.23671	4.97099	0.353443	-9.05829	JPT	EAS
NA19086	29.0478	13.6827	-1.32673	-9.51947	2.70918	-6.06889	5.14265	-0.760206	-0.1196	-1.219	JPT	EAS
NA19087	24.1509	8.89528	-4.5037	-3.298	8.23472	-12.4892	1.16195	-6.78431	-9.96762	-10.0041	JPT	EAS
NA19088	25.4184	13.9124	-4.02115	0.955246	-1.03367	9.90416	-0.109783	1.0177	-5.49096	-1.55591	JPT	EAS
NA19089	25.0109	11.2956	-0.840088	2.28044	4.84163	8.01064	2.1813	-5.56249	10.1057	-0.188792	JPT	EAS
NA19090	22.856	13.1088	-2.48159	5.5724	-3.29606	2.20186	2.28224	2.39148	2.05055	-8.89354	JPT	EAS
NA19091	26.8658	21.8908	6.5323	1.34764	4.93517	1.73059	-4.34998	4.09434	-1.65054	-13.3585	JPT	EAS
