start_distance	VarSubType
-16450	STR
-29414	STR
-103237	STR
-19364	STR
201964	VNTR
74714	STR
-133716	STR
2994	STR
39023	STR
-19653	STR
112658	STR
73135	STR
-15081	VNTR
8913	STR
-13859	STR
-39754	STR
-3252	STR
-27919	STR
92443	STR
18874	STR
135546	STR
-10620	STR
-13993	STR
62640	STR
35088	STR
445512	STR
410	STR
-23599	STR
-21780	STR
-60	VNTR
7784	STR
326120	STR
7934	STR
-3248	STR
-84466	STR
89081	STR
-72582	STR
-240357	STR
35095	STR
-140449	STR
-11537	STR
27789	STR
3791	STR
8022	STR
-16347	STR
7214	STR
-13063	STR
-9071	STR
-65411	STR
-10427	STR
13958	STR
6320	STR
-13827	STR
69200	STR
-43917	STR
582941	VNTR
-79615	STR
-448736	STR
27130	STR
15405	STR
37723	STR
-21148	STR
31360	STR
182157	STR
-222634	STR
-375833	STR
-128928	STR
1447	STR
281319	STR
65	STR
765970	STR
-11990	STR
73552	STR
-39095	STR
-8968	STR
15288	STR
16896	STR
28976	STR
649135	STR
-611	STR
31181	STR
-193068	STR
156343	STR
563	STR
38379	STR
-14184	STR
1655	STR
-9176	STR
29572	STR
-15788	STR
41885	STR
28492	STR
-57390	STR
6487	STR
39365	STR
15671	VNTR
-17428	STR
-24809	STR
16885	STR
-1897	STR
857693	STR
4919	STR
-90845	STR
-208032	STR
10386	STR
31524	STR
37000	STR
-64136	STR
1051	STR
3430	STR
-12557	VNTR
40997	STR
29147	STR
29055	STR
23447	STR
-5585	STR
-21816	STR
9227	VNTR
363065	STR
-28228	STR
50278	STR
196011	STR
-44706	STR
62050	STR
155118	STR
-786802	STR
75341	STR
-13990	STR
-12584	STR
-11535	STR
-44331	STR
177887	STR
-71	STR
36036	STR
-120718	STR
28116	STR
711080	STR
-2278	STR
-57928	STR
113969	STR
-394	STR
56268	STR
-270118	STR
46605	STR
-610	VNTR
37253	STR
14822	VNTR
11800	STR
-40422	STR
-3099	STR
32574	STR
35375	STR
3383	VNTR
-17663	STR
65727	STR
23614	STR
77081	STR
-50280	STR
-13150	STR
-32686	VNTR
-319	STR
-299605	STR
-208174	STR
33557	STR
113133	STR
181968	STR
-2763	STR
-29798	STR
-12135	STR
-30141	VNTR
37035	STR
24598	STR
-91150	STR
-21042	STR
23275	VNTR
567535	STR
27965	STR
12326	STR
-50252	STR
-2433	STR
3771	STR
116457	STR
-21765	STR
843	STR
-196504	STR
52627	STR
-40677	STR
-62202	STR
59284	STR
25631	STR
-53924	STR
-6664	STR
140842	STR
-506292	STR
25567	STR
8096	STR
-21934	STR
9961	STR
-208079	STR
41716	STR
32219	STR
-50	VNTR
30901	STR
-937	STR
343	STR
27259	STR
5591	STR
-25434	STR
14775	STR
25616	STR
-309062	STR
8249	STR
10528	STR
-71066	STR
-142352	STR
50879	STR
63984	STR
201190	STR
6032	STR
-3705	STR
141039	STR
139972	STR
-12590	STR
21756	STR
-11634	STR
-63458	VNTR
-57616	STR
84545	STR
45730	STR
-6070	STR
-37488	STR
-260813	STR
466446	STR
-44199	STR
-4733	STR
-4612	STR
-42575	STR
2160	STR
-75400	STR
-315353	STR
24323	STR
-6682	STR
-30801	STR
-270643	STR
11811	STR
-38059	STR
82624	STR
-69548	STR
-12206	STR
-349	STR
-12229	STR
-8547	STR
143715	STR
126	STR
-12971	STR
-14265	STR
116844	STR
-176585	STR
50481	STR
47586	STR
-174	VNTR
25206	STR
-16979	VNTR
-6330	STR
-48647	STR
9550	STR
-65916	STR
13456	STR
-17456	STR
-84782	STR
-1759	STR
2840	STR
-12292	STR
-43066	STR
-3055	STR
-87922	STR
50577	STR
-215275	STR
-185	VNTR
13423	STR
1559	STR
459478	STR
-95912	STR
63350	STR
-157565	STR
-23608	STR
-26041	STR
-63988	STR
11847	STR
13349	STR
-116408	STR
10045	STR
4985	STR
272660	STR
-50704	STR
12404	STR
52986	STR
-5553	STR
131378	STR
56101	STR
1824	STR
91944	STR
-4303	STR
-102754	STR
5812	VNTR
-47785	STR
-486341	STR
-41848	STR
-14966	STR
6229	STR
-99925	STR
-160870	STR
-7490	STR
-1999	STR
-51563	STR
23349	STR
-6255	STR
-2282	STR
55902	STR
33910	VNTR
-11327	STR
33431	STR
150041	STR
-58575	STR
539650	STR
14510	VNTR
56983	STR
30671	STR
-49202	STR
-58402	STR
161432	STR
72084	STR
-8285	STR
104900	STR
-112434	STR
-70868	STR
67459	STR
122593	STR
34260	STR
25343	STR
60970	STR
42396	STR
-69684	STR
-72375	STR
13155	STR
-48355	STR
-40720	STR
64742	STR
17263	STR
-367671	STR
275709	STR
-81926	STR
-31479	STR
-198385	STR
478786	STR
-6810	STR
29843	STR
2667	STR
-43786	STR
-62980	STR
5	VNTR
-112188	STR
-15932	STR
-115838	STR
-39585	STR
-3158	VNTR
-148896	STR
-98353	STR
-15794	STR
71005	STR
-163439	STR
-100	VNTR
6546	STR
-53682	STR
-56894	STR
-6767	STR
-62106	STR
-2388	STR
289153	STR
53895	STR
46905	STR
100027	STR
-228550	STR
-15930	STR
25277	STR
18029	STR
12958	STR
-109677	STR
4268	VNTR
-26493	STR
-44551	STR
-352979	STR
-27444	STR
33709	STR
-109	STR
-7137	STR
21661	STR
124511	STR
-2637	STR
19987	STR
41885	STR
-746	STR
1362	STR
-5073	STR
-7132	VNTR
9608	STR
343424	STR
89627	STR
194909	STR
23313	STR
2197	STR
-140956	STR
-172559	STR
19181	STR
-177220	STR
-77979	STR
11224	STR
13106	STR
-2277	STR
-29408	STR
21896	STR
-8841	STR
-21412	STR
-31284	STR
922524	STR
20233	STR
-28178	STR
-92656	STR
20745	STR
-138889	STR
-909088	STR
-183683	STR
34021	STR
137806	STR
8870	STR
-32225	STR
19409	VNTR
2142	STR
-59464	STR
17896	STR
-32043	STR
-23439	STR
57736	STR
-3603	STR
3750	STR
-15951	STR
10666	STR
-93794	STR
-14277	STR
117	STR
9313	STR
-5603	STR
-43468	STR
-8150	VNTR
358497	STR
-5253	STR
-149069	STR
19525	STR
-468	STR
-116281	STR
10269	STR
911819	STR
20745	STR
12412	STR
25115	STR
-15263	STR
-11144	STR
-380	STR
-106430	STR
2559	STR
-78147	STR
98506	STR
262	STR
-50820	STR
30017	STR
-20150	STR
73713	STR
-4932	STR
-3792	STR
-638370	STR
-34103	STR
-128050	STR
22486	STR
-134909	STR
-52756	STR
-36703	STR
-19302	STR
-54535	STR
-3630	STR
-186486	STR
-322	VNTR
-420085	STR
-7919	STR
-19757	STR
72836	STR
166	STR
-279136	STR
-9735	STR
-286	STR
3115	STR
-8232	STR
-22000	STR
-11771	VNTR
234	STR
17275	STR
34	VNTR
-466226	STR
15848	STR
153449	STR
-29001	STR
-44911	STR
-25458	STR
-3123	STR
-211705	STR
552	STR
25432	STR
20222	STR
206904	VNTR
34071	STR
-3860	STR
-686710	STR
-9950	STR
9279	STR
-464	STR
-1541	VNTR
17206	STR
-107025	STR
44573	STR
-83841	STR
-15791	STR
-252	VNTR
-1722	VNTR
11140	STR
-66592	STR
-541221	STR
-10985	STR
14357	STR
13261	STR
27613	STR
-92484	STR
4778	STR
27259	STR
-2378	STR
4267	STR
-15043	STR
-169795	STR
109137	STR
-65269	STR
-53924	STR
77583	STR
-162702	STR
148884	STR
-35285	VNTR
27348	STR
86659	STR
165237	STR
-76	VNTR
-2818	STR
-1112	STR
-246406	STR
-77199	STR
-5327	STR
14419	STR
54967	STR
87554	STR
-11419	STR
7421	STR
27084	STR
-44130	STR
57679	STR
26227	STR
114982	STR
-80219	STR
50761	STR
26943	STR
4924	STR
-23459	STR
-101433	STR
5619	STR
-3418	STR
-27250	STR
-15103	STR
-11321	STR
-182312	STR
-24242	STR
-12316	STR
46662	STR
32190	STR
-23946	STR
-173110	STR
-246380	VNTR
-59127	VNTR
11442	STR
84882	STR
659011	STR
21384	STR
27301	STR
83014	STR
384839	STR
-20144	STR
-255069	STR
116265	STR
17857	STR
-5825	STR
-9208	STR
-9170	STR
-188042	STR
58042	STR
-13080	STR
-17507	VNTR
136566	STR
-15687	STR
-33756	STR
37333	STR
103151	STR
32868	STR
22595	STR
-42426	STR
-46883	STR
19368	STR
-13573	STR
-117740	STR
-8785	STR
37347	STR
141892	STR
-118403	STR
-33637	STR
48426	STR
10227	STR
750292	VNTR
2710	STR
3467	STR
-262	STR
-9351	STR
29805	STR
-82683	STR
1962	STR
-31113	VNTR
-33924	STR
-55388	STR
-11057	STR
-57780	STR
-24933	STR
-41287	STR
33884	STR
176887	STR
-127	STR
-9993	STR
-48422	STR
-37713	STR
-315174	VNTR
-92051	STR
-737915	STR
753472	STR
-40939	STR
-23738	STR
56552	STR
37216	STR
384	STR
25789	VNTR
-52988	STR
-3496	STR
155821	STR
2368	STR
-16703	STR
-118539	STR
-216219	VNTR
-777362	VNTR
3310	STR
-12214	STR
-3012	STR
-13357	STR
61795	VNTR
747564	STR
6693	STR
108173	STR
15502	STR
74829	STR
-77565	STR
-50	VNTR
-9056	STR
67238	STR
221227	STR
-2887	STR
56300	STR
153464	STR
21302	STR
-29538	STR
8587	STR
-16752	STR
-2955	STR
-183628	STR
-36119	STR
36478	STR
75098	STR
-48569	STR
98822	STR
-112597	STR
43371	STR
-33096	STR
38221	STR
-808923	STR
3959	STR
3109	STR
-88141	STR
-7205	STR
-15945	STR
-10467	STR
-2304	STR
-5542	STR
25379	STR
-1211	STR
10917	STR
135250	VNTR
308454	STR
-30855	STR
-14675	STR
-52742	STR
13131	STR
-8025	STR
-15728	STR
85958	STR
514217	STR
-84924	STR
54200	STR
1217	STR
29071	STR
-31237	STR
-54058	STR
48357	STR
5696	STR
-251305	STR
-320494	STR
-179678	STR
1809	STR
13682	VNTR
-12995	STR
-3371	STR
6877	STR
107414	STR
-1258	STR
1426	STR
-1069	STR
12472	STR
-3689	STR
29109	STR
-315644	STR
-81802	STR
-25631	STR
44572	STR
-15976	STR
133206	STR
-51654	STR
-60615	STR
26565	STR
-8791	STR
59580	STR
-35678	STR
800	STR
-69093	STR
167154	STR
13300	STR
173935	STR
-5247	STR
16492	STR
189391	STR
-123513	STR
-22591	STR
41281	STR
57355	STR
80224	STR
2855	STR
28691	STR
-13527	STR
-12055	STR
17854	STR
-57586	STR
17134	STR
9496	STR
369654	STR
1595	STR
-134848	STR
21377	STR
6480	STR
-138041	STR
24372	STR
127847	STR
69711	STR
-5531	STR
19791	STR
5839	STR
23390	STR
9874	STR
2121	STR
-66	STR
-6176	STR
16919	STR
131514	STR
150807	STR
-6114	STR
-67674	STR
-5954	STR
56082	STR
-11558	VNTR
-25708	STR
41965	STR
17665	STR
-13496	STR
11300	STR
17148	STR
1166	STR
-74738	STR
-4659	STR
-6768	STR
-32326	STR
-2472	STR
-798243	STR
-96345	STR
3089	STR
2513	STR
-2893	STR
-24265	STR
-93684	STR
-345	STR
60075	STR
-20002	STR
-13142	STR
-22636	STR
863635	VNTR
-19443	STR
-7339	STR
-166888	STR
-2242	STR
3143	STR
-986	STR
-15992	VNTR
-526841	STR
5145	STR
19439	STR
-22755	STR
23485	STR
-117952	STR
60943	VNTR
-25592	STR
95281	STR
-175358	STR
-59907	STR
31553	STR
1109	STR
84122	STR
27480	STR
143131	STR
4862	STR
-10003	STR
14	STR
46480	STR
-88643	STR
101359	STR
19065	STR
9895	STR
-50681	VNTR
87457	STR
-190150	STR
-24738	STR
-42191	STR
-166166	STR
-7874	STR
6941	STR
64672	STR
-59213	STR
-7502	STR
-19983	VNTR
-6537	STR
2419	STR
-40996	STR
63751	STR
-510	STR
59796	STR
138453	STR
-26001	STR
48004	STR
-53097	STR
-37472	STR
-32584	STR
27435	STR
59623	STR
40923	STR
-19438	STR
17669	STR
-82120	STR
-9161	VNTR
-9555	STR
-143091	STR
2842	STR
-12384	STR
8288	STR
-53394	STR
-20820	STR
4943	STR
-51093	STR
63517	STR
-6403	STR
35942	VNTR
69143	STR
25773	STR
24	STR
253	VNTR
-86152	STR
199433	STR
-64026	STR
-18020	VNTR
59703	STR
3612	VNTR
-16822	STR
-41125	STR
370010	STR
32935	STR
-4962	STR
-56059	STR
845765	STR
-8450	STR
-8217	STR
-60666	STR
-593942	STR
44546	STR
-41613	STR
1542	STR
5227	STR
13490	STR
-9059	STR
-13746	STR
-29152	STR
58751	STR
2246	STR
48364	STR
-214275	STR
25188	STR
48040	STR
186344	STR
-39656	STR
-41108	VNTR
308133	STR
-3177	STR
38320	STR
-72710	STR
-77772	STR
-105173	STR
54855	STR
-36710	STR
-69360	STR
325245	STR
17761	STR
-40184	STR
-908042	STR
-10761	STR
-6323	STR
925	STR
26820	STR
-36920	STR
-171454	STR
-80440	STR
-17295	STR
23223	STR
75678	STR
-24412	STR
335446	STR
-25338	STR
224000	STR
-12193	STR
25886	STR
-18002	STR
47244	STR
20437	STR
448	STR
33282	STR
-38018	STR
-95	VNTR
13153	STR
193811	STR
-85514	STR
18847	STR
-13027	STR
-14428	STR
4164	STR
39316	STR
-50533	STR
-88347	STR
46652	STR
15253	STR
169167	STR
-30960	STR
719116	STR
61542	STR
-56912	STR
3421	STR
-5277	STR
-16410	STR
8806	STR
28695	STR
99858	STR
695	STR
-841214	STR
-81415	STR
-2767	STR
3111	STR
172915	STR
-13141	STR
-34488	STR
-11515	STR
14844	STR
7537	STR
23457	STR
64346	STR
136015	STR
-6347	STR
-87833	STR
14474	VNTR
-96897	STR
90275	STR
-22	STR
-10714	STR
-4796	STR
-112403	STR
29113	STR
-10025	STR
-8426	STR
416777	VNTR
15992	STR
73	STR
-187415	STR
-31193	STR
-18233	STR
-136141	STR
58613	STR
7753	STR
-115779	STR
-73136	STR
41364	STR
12791	STR
54534	STR
12644	STR
20491	STR
-550640	STR
-96205	VNTR
17311	STR
386	STR
-40952	STR
32864	STR
126559	STR
28027	STR
50111	STR
19755	STR
-153650	STR
-21144	STR
560438	STR
27766	STR
-499686	STR
-43354	STR
-9874	VNTR
9809	STR
-42646	STR
-15187	STR
-909959	STR
33155	STR
13497	STR
3699	STR
-109616	STR
34043	STR
9148	STR
-144833	STR
-32831	STR
36936	STR
-39670	STR
576	STR
-2480	STR
37537	STR
-65131	STR
-84219	STR
129895	STR
9758	STR
-111186	STR
62684	STR
-16191	STR
-41956	STR
-4956	STR
9494	STR
79842	STR
-14420	STR
324616	STR
84408	STR
-6146	STR
-82816	STR
35584	STR
63377	STR
136704	STR
-102853	STR
-110377	STR
-8584	STR
-2416	STR
-10880	VNTR
8589	STR
4107	STR
29863	STR
53873	VNTR
-47753	STR
5126	STR
-22316	STR
122661	STR
-189490	STR
843	STR
27444	STR
-39718	STR
-6676	STR
-983996	STR
-3109	STR
-94057	STR
73657	STR
-233851	STR
-35414	STR
-370610	STR
48267	STR
-53842	STR
-146924	STR
118363	STR
-55468	VNTR
-61374	STR
43553	STR
266429	STR
-17860	STR
-61144	STR
2449	STR
144634	STR
-167726	STR
25324	STR
17273	STR
166510	STR
600190	STR
-49704	STR
-16594	STR
7375	STR
-14742	STR
11055	STR
-217384	STR
6571	STR
4985	STR
-27692	STR
4	VNTR
4388	STR
3555	STR
-276	STR
59057	STR
-2571	STR
-861067	STR
-147676	STR
35458	STR
89830	STR
2589	STR
92096	STR
-16214	STR
-78502	STR
-56650	STR
1370	STR
148122	STR
14365	STR
9649	STR
2276	STR
22890	STR
270326	STR
-7513	STR
6668	STR
-13250	STR
-367738	STR
-28948	STR
-9455	STR
16621	STR
-971	STR
-35232	VNTR
-58511	STR
-43116	STR
-59743	STR
209219	STR
-50617	STR
-10351	STR
70845	STR
46272	STR
-33906	STR
-7367	STR
704	STR
405589	STR
-16145	STR
41337	STR
-80661	STR
-18100	STR
-49587	STR
37141	STR
-78854	VNTR
28377	STR
-3561	STR
23129	STR
95918	VNTR
9454	STR
3152	STR
33359	STR
16995	STR
1517	STR
-1619	VNTR
103132	VNTR
-119700	STR
-16380	STR
-424417	STR
-404564	STR
-329726	STR
-97070	STR
19378	STR
1568	STR
67324	VNTR
137460	STR
-99176	STR
5348	STR
28456	STR
-30946	STR
14237	STR
-338	STR
-55357	STR
-13946	STR
11103	STR
-57791	STR
-24984	STR
28303	STR
61588	STR
-31018	STR
-63578	STR
6039	STR
-93734	STR
29718	STR
-235493	STR
-90	STR
4360	STR
65953	STR
-39324	STR
-19245	STR
35538	STR
-44885	STR
-355357	STR
16250	STR
-33545	VNTR
7672	STR
-412112	STR
49395	VNTR
-10020	STR
306131	STR
-13962	STR
-484355	STR
-36359	STR
242598	STR
-20459	STR
-80286	STR
-14902	VNTR
802	STR
96888	STR
9092	STR
911	STR
15584	STR
-2195	STR
-3806	STR
-8412	STR
-20563	STR
-75663	STR
-229584	STR
108271	STR
-114734	STR
40644	STR
56985	STR
458591	STR
-75853	STR
15199	STR
11633	STR
-4991	STR
-15394	STR
57199	VNTR
14604	STR
-241685	STR
-63619	STR
-37461	STR
54038	STR
68556	STR
579	STR
52080	STR
-70211	STR
-40433	STR
-263895	STR
70165	STR
-78769	STR
384740	STR
22493	STR
24309	STR
-29039	STR
83727	STR
-209517	STR
45288	STR
-48872	STR
-29785	STR
130274	STR
26598	STR
-72015	STR
3663	STR
26550	STR
62061	STR
-372950	STR
155649	STR
15705	STR
135755	STR
2790	STR
85237	STR
-76208	STR
39922	STR
-608225	STR
809871	STR
82688	STR
-91276	STR
-2364	STR
-85930	STR
-734191	STR
7377	STR
-55002	STR
4879	STR
-47535	STR
-51415	STR
5559	STR
-134267	STR
62	STR
93087	STR
-5587	STR
8066	STR
-62638	STR
-699624	STR
-6113	STR
-268	STR
-127090	STR
2466	STR
132135	STR
116793	STR
12096	STR
5983	STR
9972	STR
-32793	STR
38965	VNTR
-12626	STR
-4730	STR
-11237	VNTR
2029	STR
102383	STR
-58890	STR
929172	STR
-7834	STR
35928	STR
66328	STR
62267	STR
24643	STR
-20797	STR
15323	VNTR
-7898	STR
-33081	STR
12552	STR
50189	STR
-6889	STR
14370	VNTR
-121661	STR
53580	STR
401210	STR
-126028	STR
29426	STR
68430	STR
15796	STR
-116461	STR
14574	STR
3355	STR
3180	STR
30745	STR
-62873	STR
-23594	STR
92099	STR
-80777	STR
44236	STR
-7079	STR
71025	STR
20183	STR
-40923	STR
58713	STR
-17051	STR
-41620	STR
-14274	STR
-895	STR
66183	STR
-32988	STR
-4738	STR
-24332	STR
-43801	STR
209602	STR
-149651	STR
-11838	STR
-233	STR
55108	STR
157322	STR
172	STR
-1899	STR
-194470	STR
14862	STR
-81762	STR
3980	STR
-137153	STR
-18463	STR
-42974	STR
-283564	STR
-20727	STR
-25463	STR
6256	STR
6606	STR
-25561	STR
339019	STR
99605	STR
-88	VNTR
-37680	STR
6000	STR
143677	STR
3376	STR
-30101	STR
11626	STR
93271	STR
-8000	STR
67148	STR
-231020	STR
-101854	STR
-200049	STR
-2221	STR
-142262	STR
11819	STR
-93740	STR
-94164	VNTR
37726	STR
-10549	STR
11774	STR
150092	VNTR
-75566	STR
67666	STR
-1231	STR
5976	STR
-29416	STR
35789	STR
19454	STR
-224912	STR
-122108	STR
-45613	STR
-1930	STR
33772	STR
8493	VNTR
3460	STR
257	VNTR
-48314	STR
2710	STR
97628	STR
1999	STR
19288	STR
-135882	STR
79506	STR
-23189	STR
-283169	STR
-18496	STR
22263	STR
21929	STR
17049	STR
-38719	STR
59508	STR
-155545	STR
40592	STR
163376	STR
6566	STR
37637	STR
-22616	STR
-633364	STR
-49369	STR
5459	STR
30933	STR
-79122	STR
-82308	STR
26255	VNTR
67255	STR
-20489	STR
5134	STR
14793	STR
13803	STR
56064	STR
-11929	STR
-188026	STR
-656528	STR
278770	STR
-20364	STR
399997	STR
280476	VNTR
-30883	STR
6227	STR
-46155	STR
39000	STR
45741	VNTR
-2715	STR
-83959	STR
-92148	STR
177118	STR
366300	STR
-11120	STR
-884226	STR
63482	VNTR
28302	STR
-40065	STR
28513	STR
49977	STR
16048	STR
-1426	STR
-12558	STR
-736	STR
366	VNTR
955	STR
30782	STR
-28171	STR
-46726	STR
104051	STR
-5386	STR
52410	STR
-171776	STR
-237751	STR
2912	STR
10866	VNTR
114274	STR
29635	STR
-4427	VNTR
-105642	STR
17493	STR
-365250	STR
9588	STR
330283	STR
-15619	STR
-103567	STR
153629	STR
-49899	STR
177454	STR
-6883	STR
-56110	STR
-16992	STR
25796	STR
-3918	VNTR
46056	STR
76576	STR
40668	STR
18028	STR
33752	VNTR
-83	VNTR
42096	STR
139870	STR
27194	STR
901607	STR
18544	STR
-119066	STR
-5653	STR
-10996	STR
77480	STR
-6573	STR
33943	STR
25493	STR
-68852	STR
-4139	STR
120248	STR
-20439	STR
47292	STR
-47	VNTR
27972	STR
-122592	STR
-128556	STR
104373	STR
-1770	STR
289377	STR
3209	STR
-109137	VNTR
-161816	STR
-4762	VNTR
192233	STR
68004	STR
-260254	STR
-17026	STR
-103821	STR
-13747	STR
-572318	STR
703609	STR
612	STR
243	STR
-36011	STR
126997	STR
-90948	STR
52708	STR
-62265	STR
2350	STR
-16275	STR
13792	STR
148506	STR
-17788	STR
22471	STR
-151251	STR
30852	STR
-119020	STR
-4617	STR
11071	STR
-11144	STR
-73515	STR
-114194	STR
552552	STR
312552	STR
18149	STR
25270	STR
1155	STR
63332	STR
47481	STR
-6469	STR
109122	STR
37819	STR
-48171	STR
72891	STR
-4151	STR
125928	STR
-285078	STR
60945	STR
-10467	STR
-43875	STR
-768091	STR
276174	STR
-85338	STR
-78430	STR
53686	STR
34351	STR
36012	STR
17549	STR
475299	STR
171177	STR
35326	STR
-19867	STR
333927	STR
39129	STR
-16463	STR
1822	STR
-263518	STR
3898	STR
17952	STR
-943547	STR
8267	STR
-16111	STR
15876	STR
-8082	STR
-5447	STR
137288	STR
-10303	STR
-84000	STR
-11731	STR
40559	STR
45222	STR
-8623	STR
-40572	STR
-287998	STR
82493	STR
53135	STR
16521	STR
208152	STR
-19083	STR
-56316	STR
-8411	STR
20144	STR
-47192	STR
-442414	STR
-23673	STR
63363	STR
-16651	STR
26058	STR
16311	STR
-86390	STR
60350	STR
7546	STR
48043	VNTR
-42149	STR
-109831	STR
75009	STR
36047	STR
-54380	STR
-11484	STR
48848	STR
-19735	STR
-3985	VNTR
-54553	STR
164463	STR
-18951	STR
-118839	STR
14786	STR
-27835	STR
-14064	STR
-73967	STR
-15270	STR
-55471	STR
-48609	STR
-110494	STR
28341	STR
-1392	STR
-16374	STR
54953	STR
-4212	STR
-8211	VNTR
281116	STR
10335	STR
497743	STR
168	STR
5652	STR
431090	STR
285025	STR
38471	STR
100032	STR
-54341	STR
271028	STR
-156823	STR
17595	STR
158292	STR
-57271	STR
-97550	STR
206411	STR
9900	STR
-299	STR
819854	VNTR
-138642	STR
10474	STR
-64394	STR
-6039	STR
101125	STR
-8182	STR
74351	STR
35196	STR
964	STR
5057	VNTR
-5251	STR
63382	STR
141242	STR
25055	STR
246528	STR
-266	STR
-29205	STR
455691	STR
-15550	STR
146772	STR
145777	VNTR
249060	STR
-1579	STR
-21332	STR
38406	STR
-54078	STR
43183	STR
3715	STR
24700	STR
235310	STR
19441	STR
-112282	STR
-277356	STR
-77766	STR
4072	STR
15987	STR
5034	VNTR
63993	STR
18067	STR
39853	STR
26600	STR
-22071	STR
42489	STR
-6414	STR
644614	STR
614	STR
-8648	STR
33516	STR
-15339	STR
-18575	STR
4299	STR
80667	STR
-162670	STR
125211	STR
-9708	STR
-66630	STR
442177	STR
-30662	STR
28424	STR
-94835	STR
-6298	STR
157875	VNTR
787262	STR
-135324	STR
15997	STR
-187933	STR
8902	STR
42103	STR
-31363	STR
344713	STR
23981	STR
-24290	STR
130621	STR
603793	STR
-209689	VNTR
69897	STR
-746213	STR
22445	STR
-106987	STR
161173	STR
157163	STR
-174982	STR
-219016	STR
893083	STR
-152868	STR
275718	STR
186640	STR
139692	STR
19258	STR
294345	STR
-320345	STR
-259625	STR
-16494	STR
-113933	STR
-15957	STR
100441	STR
36443	STR
51830	STR
44537	STR
66431	STR
69879	STR
-171814	STR
-914	STR
78168	STR
5105	STR
16206	STR
-445	STR
54910	STR
-18887	STR
409960	STR
-796958	STR
28843	STR
-33692	STR
25461	VNTR
-19874	STR
-7806	STR
30126	STR
-16153	STR
20584	STR
35427	STR
74763	STR
189828	STR
-151438	STR
-25343	STR
8926	STR
288308	STR
-59800	STR
4327	STR
-31897	VNTR
-74052	STR
17088	STR
-261346	STR
2213	STR
-73780	STR
-36442	STR
-43269	STR
-123945	STR
13028	STR
-37226	STR
25658	STR
-529	VNTR
-59246	STR
432103	STR
347517	STR
-34861	STR
97055	STR
-953	STR
-6483	STR
-922	STR
36166	STR
107585	STR
90457	STR
4121	STR
-143597	STR
-8281	STR
1699	STR
78622	STR
28274	STR
13650	STR
-156911	STR
803	STR
-259156	STR
28991	STR
2428	STR
-11310	STR
-28601	VNTR
17342	STR
-398687	STR
275	VNTR
54858	STR
70709	STR
127524	STR
641711	STR
2	VNTR
-11214	STR
-26722	STR
65039	STR
24107	STR
59802	STR
-94964	STR
149910	STR
31742	STR
94455	STR
-97091	STR
-23583	STR
-16371	STR
-39416	STR
-234	STR
-8016	STR
100525	STR
-11152	STR
-25126	STR
-48629	STR
-14930	STR
63419	STR
-27302	VNTR
-109239	STR
-26998	STR
-108321	STR
-58675	STR
-23899	STR
-97217	STR
-9780	STR
-24	VNTR
-44144	STR
3039	STR
43143	STR
11780	STR
1611	STR
15895	STR
16741	STR
33062	STR
16949	STR
121268	STR
114538	STR
-30270	STR
-37828	STR
46408	STR
16134	STR
-791260	STR
200673	STR
-208088	STR
154210	STR
679863	STR
-170668	STR
48507	STR
93183	STR
81728	STR
-60105	STR
38143	STR
15984	STR
-242517	STR
478357	STR
-903	STR
-442322	STR
12199	STR
-395167	STR
6124	STR
50022	STR
84070	STR
-36876	STR
-10056	STR
-111	STR
78479	STR
-138925	STR
74083	STR
15480	STR
57845	STR
-70305	STR
-1451	VNTR
18644	STR
1504	STR
-38590	STR
-127151	STR
8921	STR
-57176	STR
120303	STR
-72266	STR
1058	STR
270233	STR
52258	STR
6479	STR
-71075	STR
63670	STR
33195	STR
64491	STR
52171	STR
24658	STR
-14414	STR
904321	STR
-43455	VNTR
451305	VNTR
249363	STR
108008	STR
23013	STR
638807	STR
197346	STR
-640352	STR
47497	STR
-8252	STR
-54276	STR
662530	STR
-368159	STR
-122863	VNTR
3431	STR
87426	STR
2925	STR
-20065	STR
3822	STR
-313037	STR
15922	STR
-43030	STR
21809	STR
33564	STR
45335	STR
27311	STR
637129	STR
-73314	STR
158044	STR
-744363	STR
-64476	STR
-357325	STR
1306	STR
-2377	STR
-283478	VNTR
-169264	STR
24124	STR
540103	STR
-10996	STR
-12539	VNTR
-2837	STR
-906133	STR
-5800	STR
517108	STR
-120	STR
-116263	VNTR
31310	STR
42271	STR
263116	STR
-695	STR
55050	STR
84070	STR
381141	STR
-724444	STR
91850	STR
1319	STR
-402310	STR
15657	STR
-570	VNTR
43256	STR
-37198	STR
48504	STR
-34649	STR
-5313	STR
90788	STR
-713236	STR
969	STR
-100630	STR
-132132	STR
739101	STR
402841	STR
-139234	STR
493800	STR
2692	STR
-22340	STR
40477	STR
773699	STR
2918	VNTR
40276	STR
11451	STR
46620	STR
-44244	STR
207955	STR
90567	STR
7400	STR
-13102	STR
296604	STR
22659	STR
38940	STR
-744133	STR
70225	STR
1179	STR
149810	STR
191739	STR
-109892	STR
51716	STR
18371	STR
334634	STR
20254	STR
4340	VNTR
-184197	VNTR
219561	STR
-45656	VNTR
113430	STR
-87801	STR
-128140	STR
-9164	STR
36102	STR
9666	STR
-20893	STR
-335674	STR
33658	STR
-96034	STR
-39458	STR
-754984	STR
47648	STR
120337	STR
-927	STR
32901	STR
-79568	STR
23924	STR
-25738	STR
60168	STR
-662416	STR
93922	STR
-3702	STR
152159	STR
